relationship_id,notification_id,notification_number,target_entity,target_entity_id,target_entity_label,relationship_type,relation_context,evidence_column,evidence_value,unmatched_reference,source_file_ids,source_files,source_sheets,source_rows,confidence,review_flag
REL-NOTIFI-0000315,NOTIF-00612,,STANDARD,STD-00107,IS 11169 (Part 2),ACTS_ON,related_is_text,related_is_text,IS 11169 (Part 2): 1989,,F034,bis_gazette_notification.csv,,175,1.00,
REL-NOTIFI-0000316,NOTIF-01004,,STANDARD,STD-01376,IS 5651,ACTS_ON,related_is_text,related_is_text,IS 5651:1987,,F034,bis_gazette_notification.csv,,176,1.00,
REL-NOTIFI-0000317,NOTIF-00512,,STANDARD,STD-01698,IS 9516,ACTS_ON,related_is_text,related_is_text,IS 9516:1980,,F034,bis_gazette_notification.csv,,177,1.00,
REL-NOTIFI-0000318,NOTIF-00794,,STANDARD,STD-00161,IS 11952,ACTS_ON,related_is_text,related_is_text,IS 11952:1986,,F034,bis_gazette_notification.csv,,178,1.00,
REL-NOTIFI-0000319,NOTIF-01016,,STANDARD,STD-00166,IS 12045,ACTS_ON,related_is_text,related_is_text,IS 12045:1987,,F034,bis_gazette_notification.csv,,179,1.00,
REL-NOTIFI-0000320,NOTIF-00007,,STANDARD,STD-00409,IS 14652,ACTS_ON,related_is_text,related_is_text,IS 14652:1999,,F034,bis_gazette_notification.csv,,180,1.00,
REL-NOTIFI-0000321,NOTIF-00562,,STANDARD,STD-00534,IS 1566,ACTS_ON,related_is_text,related_is_text,IS 1566:1982,,F034,bis_gazette_notification.csv,,181,1.00,
REL-NOTIFI-0000322,NOTIF-00877,,STANDARD,STD-00146,IS 1170,ACTS_ON,related_is_text,related_is_text,IS 1170: 1992,,F034,bis_gazette_notification.csv,,182,1.00,
REL-NOTIFI-0000323,NOTIF-01135,,STANDARD,STD-00158,IS 11946,ACTS_ON,related_is_text,related_is_text,IS 11946:1987,,F034,bis_gazette_notification.csv,,183,1.00,
REL-NOTIFI-0000324,NOTIF-01134,,STANDARD,STD-00159,IS 11947,ACTS_ON,related_is_text,related_is_text,IS 11947:1987,,F034,bis_gazette_notification.csv,,184,1.00,
REL-NOTIFI-0000325,NOTIF-01028,,STANDARD,STD-01713,IS 963,ACTS_ON,related_is_text,related_is_text,IS 963: 1958,,F034,bis_gazette_notification.csv,,185,1.00,
REL-NOTIFI-0000326,NOTIF-00949,,STANDARD,STD-01260,IS 4454,ACTS_ON,related_is_text,related_is_text,IS 4454,,F034,bis_gazette_notification.csv,,186,1.00,
REL-NOTIFI-0000327,NOTIF-00604,,STANDARD,STD-00920,IS 1993,ACTS_ON,related_is_text,related_is_text,IS 1993 : 2018,,F034,bis_gazette_notification.csv,,187,1.00,
REL-NOTIFI-0000328,NOTIF-00603,,STANDARD,STD-00211,IS 12591,ACTS_ON,related_is_text,related_is_text,IS 12591:2018,,F034,bis_gazette_notification.csv,,188,1.00,
REL-NOTIFI-0000329,NOTIF-01104,,STANDARD,STD-01216,IS 412,ACTS_ON,related_is_text,related_is_text,IS 412:1975,,F034,bis_gazette_notification.csv,,189,1.00,
REL-NOTIFI-0000330,NOTIF-00915,,STANDARD,STD-00959,IS 2100,ACTS_ON,related_is_text,related_is_text,IS 2100: 1970,,F034,bis_gazette_notification.csv,,190,1.00,
REL-NOTIFI-0000331,NOTIF-00480,,STANDARD,STD-01027,IS 2589,ACTS_ON,related_is_text,related_is_text,IS 2589: 1975,,F034,bis_gazette_notification.csv,,191,1.00,
REL-NOTIFI-0000332,NOTIF-00689,,STANDARD,STD-01117,IS 3298,ACTS_ON,related_is_text,related_is_text,IS 3298: 1981,,F034,bis_gazette_notification.csv,,192,1.00,
REL-NOTIFI-0000333,NOTIF-01163,,STANDARD,STD-01211,IS 4072,ACTS_ON,related_is_text,related_is_text,IS 4072: 1975,,F034,bis_gazette_notification.csv,,193,1.00,
REL-NOTIFI-0000334,NOTIF-00488,,STANDARD,STD-01612,IS 8510,ACTS_ON,related_is_text,related_is_text,IS 8510,,F034,bis_gazette_notification.csv,,194,1.00,
REL-NOTIFI-0000335,NOTIF-00487,,STANDARD,STD-01612,IS 8510,ACTS_ON,related_is_text,related_is_text,IS 8510,,F034,bis_gazette_notification.csv,,195,1.00,
REL-NOTIFI-0000336,NOTIF-01166,,STANDARD,STD-01614,IS 8563,ACTS_ON,related_is_text,related_is_text,IS 8563: 1977,,F034,bis_gazette_notification.csv,,196,1.00,
REL-NOTIFI-0000337,NOTIF-01124,,STANDARD,STD-01615,IS 8564,ACTS_ON,related_is_text,related_is_text,IS 8564: 1977,,F034,bis_gazette_notification.csv,,197,1.00,
REL-NOTIFI-0000338,NOTIF-01176,,STANDARD,STD-01616,IS 8565,ACTS_ON,related_is_text,related_is_text,IS 8565: 1977,,F034,bis_gazette_notification.csv,,198,1.00,
REL-NOTIFI-0000339,NOTIF-00968,,STANDARD,STD-01617,IS 8566,ACTS_ON,related_is_text,related_is_text,IS 8566: 1977,,F034,bis_gazette_notification.csv,,199,1.00,
REL-NOTIFI-0000340,NOTIF-00642,,STANDARD,STD-01642,IS 8917,ACTS_ON,related_is_text,related_is_text,IS 8917: 1978,,F034,bis_gazette_notification.csv,,200,1.00,
REL-NOTIFI-0000341,NOTIF-00595,,STANDARD,STD-01693,IS 9442,ACTS_ON,related_is_text,related_is_text,IS 9442: 1980,,F034,bis_gazette_notification.csv,,201,1.00,
REL-NOTIFI-0000342,NOTIF-00832,,STANDARD,STD-01697,IS 9485,ACTS_ON,related_is_text,related_is_text,IS 9485: 1980,,F034,bis_gazette_notification.csv,,202,1.00,
REL-NOTIFI-0000343,NOTIF-00601,,STANDARD,STD-00084,IS 10794,ACTS_ON,related_is_text,related_is_text,IS 10794: 1984,,F034,bis_gazette_notification.csv,,203,1.00,
REL-NOTIFI-0000344,NOTIF-01164,,STANDARD,STD-00191,IS 12262,ACTS_ON,related_is_text,related_is_text,IS 12262:1988,,F034,bis_gazette_notification.csv,,204,1.00,
REL-NOTIFI-0000345,NOTIF-01119,,STANDARD,STD-00414,IS 1470,ACTS_ON,related_is_text,related_is_text,IS 1470: 2013,,F034,bis_gazette_notification.csv,,205,1.00,
REL-NOTIFI-0000346,NOTIF-01063,,STANDARD,STD-00573,IS 15911,ACTS_ON,related_is_text,related_is_text,IS 15911:2010,,F034,bis_gazette_notification.csv,,206,1.00,
REL-NOTIFI-0000347,NOTIF-00879,,STANDARD,STD-00148,IS 1171,ACTS_ON,related_is_text,related_is_text,IS 1171: 2011,,F034,bis_gazette_notification.csv,,207,1.00,
REL-NOTIFI-0000348,NOTIF-00574,,STANDARD,STD-01255,IS 4431,ACTS_ON,related_is_text,related_is_text,IS 4431: 1978,,F034,bis_gazette_notification.csv,,208,1.00,
REL-NOTIFI-0000349,NOTIF-00598,,STANDARD,STD-01256,IS 4432,ACTS_ON,related_is_text,related_is_text,IS 4432: 1988,,F034,bis_gazette_notification.csv,,209,1.00,
REL-NOTIFI-0000350,NOTIF-00740,,STANDARD,STD-01367,IS 5518,ACTS_ON,related_is_text,related_is_text,IS 5518: 1996,,F034,bis_gazette_notification.csv,,210,1.00,
REL-NOTIFI-0000351,NOTIF-00889,,STANDARD,STD-01630,IS 8748,ACTS_ON,related_is_text,related_is_text,IS 8748: 1978,,F034,bis_gazette_notification.csv,,211,1.00,
REL-NOTIFI-0000352,NOTIF-00848,,STANDARD,STD-00177,IS 12145,ACTS_ON,related_is_text,related_is_text,IS 12145: 1987,,F034,bis_gazette_notification.csv,,212,1.00,
REL-NOTIFI-0000353,NOTIF-00933,,STANDARD,STD-00283,IS 13387,ACTS_ON,related_is_text,related_is_text,IS 13387: 1992,,F034,bis_gazette_notification.csv,,213,1.00,
REL-NOTIFI-0000354,NOTIF-00725,,STANDARD,STD-00413,IS 14698,ACTS_ON,related_is_text,related_is_text,IS 14698:1999,,F034,bis_gazette_notification.csv,,214,1.00,
REL-NOTIFI-0000355,NOTIF-00608,,STANDARD,STD-01757,IS/ISO 11951,ACTS_ON,related_is_text,related_is_text,IS/ISO 11951 : 2016,,F034,bis_gazette_notification.csv,,215,1.00,
REL-NOTIFI-0000356,NOTIF-00895,,STANDARD,STD-01192,IS 3930,ACTS_ON,related_is_text,related_is_text,IS 3930: 1994,,F034,bis_gazette_notification.csv,,216,1.00,
REL-NOTIFI-0000357,NOTIF-00763,,STANDARD,STD-01356,IS 5478,ACTS_ON,related_is_text,related_is_text,IS 5478: 1969,,F034,bis_gazette_notification.csv,,217,1.00,
REL-NOTIFI-0000358,NOTIF-00564,,STANDARD,STD-00276,IS 13352,ACTS_ON,related_is_text,related_is_text,IS 13352: 1992,,F034,bis_gazette_notification.csv,,218,1.00,
REL-NOTIFI-0000359,NOTIF-00849,,STANDARD,STD-00676,IS 16644,ACTS_ON,related_is_text,related_is_text,IS 16644: 2018,,F034,bis_gazette_notification.csv,,219,1.00,
REL-NOTIFI-0000360,NOTIF-00493,,STANDARD,STD-00774,IS 17404,ACTS_ON,related_is_text,related_is_text,IS 17404 : 2020,,F034,bis_gazette_notification.csv,,220,1.00,
REL-NOTIFI-0000361,NOTIF-01131,,STANDARD,STD-00864,IS 18316,ACTS_ON,related_is_text,related_is_text,IS 18316: 2023,,F034,bis_gazette_notification.csv,,221,1.00,
REL-NOTIFI-0000362,NOTIF-00785,,STANDARD,STD-00871,IS 18384,ACTS_ON,related_is_text,related_is_text,IS 18384: 2023,,F034,bis_gazette_notification.csv,,222,1.00,
REL-NOTIFI-0000363,NOTIF-00543,,STANDARD,STD-00872,IS 18385,ACTS_ON,related_is_text,related_is_text,IS 18385: 2023,,F034,bis_gazette_notification.csv,,223,1.00,
REL-NOTIFI-0000364,NOTIF-01180,,STANDARD,STD-00885,IS 18513,ACTS_ON,related_is_text,related_is_text,IS 18513: 2023,,F034,bis_gazette_notification.csv,,224,1.00,
REL-NOTIFI-0000365,NOTIF-00880,,STANDARD,STD-00411,IS 1469,ACTS_ON,related_is_text,related_is_text,IS 1469: 1993,,F034,bis_gazette_notification.csv,,225,1.00,
REL-NOTIFI-0000366,NOTIF-00876,,STANDARD,STD-00410,IS 1466,ACTS_ON,related_is_text,related_is_text,IS 1466: 1985,,F034,bis_gazette_notification.csv,,226,1.00,
REL-NOTIFI-0000367,NOTIF-00791,,STANDARD,STD-01591,IS 8329,ACTS_ON,related_is_text,related_is_text,IS 8329 : 2000,,F034,bis_gazette_notification.csv,,227,1.00,
REL-NOTIFI-0000368,NOTIF-00790,,STANDARD,STD-01700,IS 9523,ACTS_ON,related_is_text,related_is_text,IS 9523:2000,,F034,bis_gazette_notification.csv,,228,1.00,
REL-NOTIFI-0000369,NOTIF-01058,,STANDARD,STD-00136,IS 1161,ACTS_ON,related_is_text,related_is_text,IS 1161:2014,,F034,bis_gazette_notification.csv,,229,1.00,
REL-NOTIFI-0000370,NOTIF-01144,,STANDARD,STD-00198,IS 1239,ACTS_ON,related_is_text,related_is_text,IS 1239,,F034,bis_gazette_notification.csv,,230,1.00,
REL-NOTIFI-0000371,NOTIF-00788,,STANDARD,STD-01233,IS 4270,ACTS_ON,related_is_text,related_is_text,IS 4270:2001,,F034,bis_gazette_notification.csv,,231,1.00,
REL-NOTIFI-0000372,NOTIF-00863,,STANDARD,STD-01667,IS 9139,ACTS_ON,related_is_text,related_is_text,IS 9139:1979,,F034,bis_gazette_notification.csv,,232,1.00,
REL-NOTIFI-0000373,NOTIF-00486,,STANDARD,STD-00152,IS 1180,ACTS_ON,related_is_text,related_is_text,IS 1180,,F034,bis_gazette_notification.csv,,234,1.00,
REL-NOTIFI-0000374,NOTIF-00509,,STANDARD,STD-00215,IS 12615,ACTS_ON,related_is_text,related_is_text,IS 12615,,F034,bis_gazette_notification.csv,,236,1.00,
REL-NOTIFI-0000375,NOTIF-00515,,STANDARD,STD-01085,IS 2993,ACTS_ON,related_is_text,related_is_text,IS 2993,,F034,bis_gazette_notification.csv,,238,1.00,
REL-NOTIFI-0000376,NOTIF-00514,,STANDARD,STD-00274,IS 13340,ACTS_ON,related_is_text,related_is_text,IS 13340,,F034,bis_gazette_notification.csv,,239,1.00,
REL-NOTIFI-0000377,NOTIF-00516,,STANDARD,STD-00300,IS 13585,ACTS_ON,related_is_text,related_is_text,IS 13585,,F034,bis_gazette_notification.csv,,240,1.00,
REL-NOTIFI-0000378,NOTIF-00579,,STANDARD,STD-01006,IS 252,ACTS_ON,related_is_text,related_is_text,IS 252:2013,,F034,bis_gazette_notification.csv,,245,1.00,
REL-NOTIFI-0000379,NOTIF-00919,,STANDARD,STD-00033,IS 10116,ACTS_ON,related_is_text,related_is_text,IS 10116 : 2015,,F034,bis_gazette_notification.csv,,246,1.00,
REL-NOTIFI-0000380,NOTIF-00820,,STANDARD,STD-00518,IS 15573,ACTS_ON,related_is_text,related_is_text,IS 15573,,F034,bis_gazette_notification.csv,,247,1.00,
REL-NOTIFI-0000381,NOTIF-00536,,STANDARD,STD-01469,IS 695,ACTS_ON,related_is_text,related_is_text,IS 695:2020,,F034,bis_gazette_notification.csv,,248,1.00,
REL-NOTIFI-0000382,NOTIF-00527,,STANDARD,STD-01068,IS 2833,ACTS_ON,related_is_text,related_is_text,IS 2833:2019,,F034,bis_gazette_notification.csv,,249,1.00,
REL-NOTIFI-0000383,NOTIF-00934,,STANDARD,STD-01325,IS 517,ACTS_ON,related_is_text,related_is_text,IS 517:2020,,F034,bis_gazette_notification.csv,,250,1.00,
REL-NOTIFI-0000384,NOTIF-00890,,STANDARD,STD-01322,IS 5158,ACTS_ON,related_is_text,related_is_text,IS 5158: 1987,,F034,bis_gazette_notification.csv,,251,1.00,
REL-NOTIFI-0000385,NOTIF-00787,,STANDARD,STD-01573,IS 8058,ACTS_ON,related_is_text,related_is_text,IS 8058:2018,,F034,bis_gazette_notification.csv,,252,1.00,
REL-NOTIFI-0000386,NOTIF-00639,,STANDARD,STD-00615,IS 16113,ACTS_ON,related_is_text,related_is_text,IS 16113:2013,,F034,bis_gazette_notification.csv,,253,1.00,
REL-NOTIFI-0000387,NOTIF-00942,,STANDARD,STD-00170,IS 12084,ACTS_ON,related_is_text,related_is_text,IS 12084:2018,,F034,bis_gazette_notification.csv,,254,1.00,
REL-NOTIFI-0000388,NOTIF-01138,,STANDARD,STD-01082,IS 297,ACTS_ON,related_is_text,related_is_text,IS 297:2001,,F034,bis_gazette_notification.csv,,255,1.00,
REL-NOTIFI-0000389,NOTIF-00831,,STANDARD,STD-01487,IS 7129,ACTS_ON,related_is_text,related_is_text,IS 7129:1992,,F034,bis_gazette_notification.csv,,256,1.00,
REL-NOTIFI-0000390,NOTIF-00537,,STANDARD,STD-00715,IS 170,ACTS_ON,related_is_text,related_is_text,IS 170:2004,,F034,bis_gazette_notification.csv,,257,1.00,
REL-NOTIFI-0000391,NOTIF-00885,,STANDARD,STD-01280,IS 4581,ACTS_ON,related_is_text,related_is_text,IS 4581:1978,,F034,bis_gazette_notification.csv,,258,1.00,
REL-NOTIFI-0000392,NOTIF-00886,,STANDARD,STD-00150,IS 11744,ACTS_ON,related_is_text,related_is_text,IS 11744:1986,,F034,bis_gazette_notification.csv,,259,1.00,
REL-NOTIFI-0000393,NOTIF-00884,,STANDARD,STD-00140,IS 11657,ACTS_ON,related_is_text,related_is_text,IS 11657:1986,,F034,bis_gazette_notification.csv,,260,1.00,
REL-NOTIFI-0000394,NOTIF-01161,,STANDARD,STD-00945,IS 2080,ACTS_ON,related_is_text,related_is_text,IS 2080:2021,,F034,bis_gazette_notification.csv,,261,1.00,
REL-NOTIFI-0000395,NOTIF-00482,,STANDARD,STD-01114,IS 3205,ACTS_ON,related_is_text,related_is_text,IS 3205:1984,,F034,bis_gazette_notification.csv,,262,1.00,
REL-NOTIFI-0000396,NOTIF-01117,,STANDARD,STD-00242,IS 12928,ACTS_ON,related_is_text,related_is_text,IS 12928:1990,,F034,bis_gazette_notification.csv,,263,1.00,
REL-NOTIFI-0000397,NOTIF-01137,,STANDARD,STD-01267,IS 4505,ACTS_ON,related_is_text,related_is_text,IS 4505:2015,,F034,bis_gazette_notification.csv,,264,1.00,
REL-NOTIFI-0000398,NOTIF-01136,,STANDARD,STD-01408,IS 6100,ACTS_ON,related_is_text,related_is_text,IS 6100:1984,,F034,bis_gazette_notification.csv,,265,1.00,
REL-NOTIFI-0000399,NOTIF-00526,,STANDARD,STD-00418,IS 14709,ACTS_ON,related_is_text,related_is_text,IS 14709:1999,,F034,bis_gazette_notification.csv,,266,1.00,
REL-NOTIFI-0000400,NOTIF-00496,,STANDARD,STD-01128,IS 336,ACTS_ON,related_is_text,related_is_text,IS 336:1973,,F034,bis_gazette_notification.csv,,267,1.00,
REL-NOTIFI-0000401,NOTIF-00523,,STANDARD,STD-01338,IS 5295,ACTS_ON,related_is_text,related_is_text,IS 5295:1985,,F034,bis_gazette_notification.csv,,268,1.00,
REL-NOTIFI-0000402,NOTIF-00719,,STANDARD,STD-01342,IS 537,ACTS_ON,related_is_text,related_is_text,IS 537:2011,,F034,bis_gazette_notification.csv,,269,1.00,
REL-NOTIFI-0000403,NOTIF-00716,,STANDARD,STD-00460,IS 15030,ACTS_ON,related_is_text,related_is_text,IS 15030:2001,,F034,bis_gazette_notification.csv,,270,1.00,
REL-NOTIFI-0000404,NOTIF-00935,,STANDARD,STD-00416,IS 14707,ACTS_ON,related_is_text,related_is_text,IS 14707: 1999,,F034,bis_gazette_notification.csv,,271,1.00,
REL-NOTIFI-0000405,NOTIF-00522,,STANDARD,STD-00417,IS 14708,ACTS_ON,related_is_text,related_is_text,IS 14708:1999,,F034,bis_gazette_notification.csv,,272,1.00,
REL-NOTIFI-0000406,NOTIF-01023,,STANDARD,STD-00196,IS 12345,ACTS_ON,related_is_text,related_is_text,IS 12345:1988,,F034,bis_gazette_notification.csv,,273,1.00,
REL-NOTIFI-0000407,NOTIF-01143,,STANDARD,STD-01213,IS 4105,ACTS_ON,related_is_text,related_is_text,IS 4105:2020,,F034,bis_gazette_notification.csv,,274,1.00,
REL-NOTIFI-0000408,NOTIF-00937,,STANDARD,STD-01320,IS 5149,ACTS_ON,related_is_text,related_is_text,IS 5149:2020,,F034,bis_gazette_notification.csv,,275,1.00,
REL-NOTIFI-0000409,NOTIF-00520,,STANDARD,STD-00207,IS 12540,ACTS_ON,related_is_text,related_is_text,IS 12540:1988,,F034,bis_gazette_notification.csv,,276,1.00,
REL-NOTIFI-0000410,NOTIF-00002,,STANDARD,STD-00751,IS 17265,ACTS_ON,related_is_text,related_is_text,IS 17265:2019,,F034,bis_gazette_notification.csv,,277,1.00,
REL-NOTIFI-0000411,NOTIF-00817,,STANDARD,STD-00747,IS 17261,ACTS_ON,related_is_text,related_is_text,IS 17261:2019,,F034,bis_gazette_notification.csv,,278,1.00,
REL-NOTIFI-0000412,NOTIF-00816,,STANDARD,STD-00750,IS 17264,ACTS_ON,related_is_text,related_is_text,IS 17264:2019,,F034,bis_gazette_notification.csv,,279,1.00,
REL-NOTIFI-0000413,NOTIF-00818,,STANDARD,STD-00748,IS 17262,ACTS_ON,related_is_text,related_is_text,IS 17262:2019,,F034,bis_gazette_notification.csv,,280,1.00,
REL-NOTIFI-0000414,NOTIF-00819,,STANDARD,STD-00749,IS 17263,ACTS_ON,related_is_text,related_is_text,IS 17263:2019,,F034,bis_gazette_notification.csv,,281,1.00,
REL-NOTIFI-0000415,NOTIF-00948,,STANDARD,STD-01506,IS 7328,ACTS_ON,related_is_text,related_is_text,IS 7328:2020,,F034,bis_gazette_notification.csv,,282,1.00,
REL-NOTIFI-0000416,NOTIF-01142,,STANDARD,STD-00118,IS 11356,ACTS_ON,related_is_text,related_is_text,IS 11356:2020,,F034,bis_gazette_notification.csv,,283,1.00,
REL-NOTIFI-0000417,NOTIF-01121,,STANDARD,STD-00659,IS 16481,ACTS_ON,related_is_text,related_is_text,IS 16481:2016,,F034,bis_gazette_notification.csv,,284,1.00,
REL-NOTIFI-0000418,NOTIF-00988,,STANDARD,STD-00229,IS 12795,ACTS_ON,related_is_text,related_is_text,IS 12795:2020,,F034,bis_gazette_notification.csv,,285,1.00,
REL-NOTIFI-0000419,NOTIF-00525,,STANDARD,STD-00302,IS 13601,ACTS_ON,related_is_text,related_is_text,IS 13601:1993,,F034,bis_gazette_notification.csv,,286,1.00,
REL-NOTIFI-0000420,NOTIF-00008,,STANDARD,STD-01540,IS 7686,ACTS_ON,related_is_text,related_is_text,IS 7686:2020,,F034,bis_gazette_notification.csv,,287,1.00,
REL-NOTIFI-0000421,NOTIF-00936,,STANDARD,STD-01275,IS 4566,ACTS_ON,related_is_text,related_is_text,IS 4566:2020,,F034,bis_gazette_notification.csv,,288,1.00,
REL-NOTIFI-0000422,NOTIF-00987,,STANDARD,STD-00925,IS 2012,ACTS_ON,related_is_text,related_is_text,IS 2012:2006,,F034,bis_gazette_notification.csv,,289,1.00,
REL-NOTIFI-0000423,NOTIF-00521,,STANDARD,STD-00731,IS 17077,ACTS_ON,related_is_text,related_is_text,IS 17077:2019,,F034,bis_gazette_notification.csv,,290,1.00,
REL-NOTIFI-0000424,NOTIF-00524,,STANDARD,STD-01625,IS 869,ACTS_ON,related_is_text,related_is_text,IS 869:2020,,F034,bis_gazette_notification.csv,,291,1.00,
REL-NOTIFI-0000425,NOTIF-00430,,STANDARD,STD-00765,IS 17370,ACTS_ON,related_is_text,related_is_text,IS 17370:2020,,F034,bis_gazette_notification.csv,,292,1.00,
REL-NOTIFI-0000426,NOTIF-00825,,STANDARD,STD-00382,IS 14434,ACTS_ON,related_is_text,related_is_text,IS 14434:1998,,F034,bis_gazette_notification.csv,,293,1.00,
REL-NOTIFI-0000427,NOTIF-00828,,STANDARD,STD-00770,IS 17397,ACTS_ON,related_is_text,related_is_text,IS 17397,,F034,bis_gazette_notification.csv,,294,1.00,
REL-NOTIFI-0000428,NOTIF-01024,,STANDARD,STD-00781,IS 17442,ACTS_ON,related_is_text,related_is_text,IS 17442:2020,,F034,bis_gazette_notification.csv,,295,1.00,
REL-NOTIFI-0000429,NOTIF-00001,,STANDARD,STD-00782,IS 17450,ACTS_ON,related_is_text,related_is_text,IS 17450 : 2020,,F034,bis_gazette_notification.csv,,296,1.00,
REL-NOTIFI-0000430,NOTIF-00997,,STANDARD,STD-00095,IS 10931,ACTS_ON,related_is_text,related_is_text,IS 10931 : 1984,,F034,bis_gazette_notification.csv,,297,1.00,
REL-NOTIFI-0000431,NOTIF-00481,,STANDARD,STD-00165,IS 12029,ACTS_ON,related_is_text,related_is_text,IS 12029 : 1986,,F034,bis_gazette_notification.csv,,298,1.00,
REL-NOTIFI-0000432,NOTIF-00792,,STANDARD,STD-00167,IS 12067,ACTS_ON,related_is_text,related_is_text,IS 12067 : 1987,,F034,bis_gazette_notification.csv,,299,1.00,
REL-NOTIFI-0000433,NOTIF-00961,,STANDARD,STD-00168,IS 12068,ACTS_ON,related_is_text,related_is_text,IS 12068 :1987,,F034,bis_gazette_notification.csv,,300,1.00,
REL-NOTIFI-0000434,NOTIF-00772,,STANDARD,STD-00169,IS 12069,ACTS_ON,related_is_text,related_is_text,IS 12069 : 1987,,F034,bis_gazette_notification.csv,,301,1.00,
REL-NOTIFI-0000435,NOTIF-00957,,STANDARD,STD-00176,IS 12124,ACTS_ON,related_is_text,related_is_text,IS 12124 : 1987,,F034,bis_gazette_notification.csv,,302,1.00,
REL-NOTIFI-0000436,NOTIF-01173,,STANDARD,STD-01089,IS 302,ACTS_ON,related_is_text,related_is_text,IS 302,,F034,bis_gazette_notification.csv,,304,1.00,
REL-NOTIFI-0000437,NOTIF-00672,,STANDARD,STD-01230,IS 4250,ACTS_ON,related_is_text,related_is_text,IS 4250,,F034,bis_gazette_notification.csv,,305,1.00,
REL-NOTIFI-0000438,NOTIF-00770,,STANDARD,STD-00516,IS 15558,ACTS_ON,related_is_text,related_is_text,IS 15558,,F034,bis_gazette_notification.csv,,307,1.00,
REL-NOTIFI-0000439,NOTIF-00970,,STANDARD,STD-00332,IS 1391,ACTS_ON,related_is_text,related_is_text,IS 1391,,F034,bis_gazette_notification.csv,,309,1.00,
REL-NOTIFI-0000440,NOTIF-00971,,STANDARD,STD-00332,IS 1391,ACTS_ON,related_is_text,related_is_text,IS 1391,,F034,bis_gazette_notification.csv,,310,1.00,
REL-NOTIFI-0000441,NOTIF-00723,,STANDARD,STD-01583,IS 8148,ACTS_ON,related_is_text,related_is_text,IS 8148:2018,,F034,bis_gazette_notification.csv,,311,1.00,
REL-NOTIFI-0000442,NOTIF-00969,,STANDARD,STD-00117,IS 11329,ACTS_ON,related_is_text,related_is_text,IS 11329:2018,,F034,bis_gazette_notification.csv,,312,1.00,
REL-NOTIFI-0000443,NOTIF-01170,,STANDARD,STD-00067,IS 10617,ACTS_ON,related_is_text,related_is_text,IS 10617:2018,,F034,bis_gazette_notification.csv,,313,1.00,
REL-NOTIFI-0000444,NOTIF-00974,,STANDARD,STD-00243,IS 1293,ACTS_ON,related_is_text,related_is_text,IS 1293 : 2005,,F034,bis_gazette_notification.csv,,315,1.00,
REL-NOTIFI-0000445,NOTIF-01066,,STANDARD,STD-00566,IS 15884,ACTS_ON,related_is_text,related_is_text,IS 15884:2010,,F034,bis_gazette_notification.csv,,316,1.00,
REL-NOTIFI-0000446,NOTIF-00749,,STANDARD,STD-01229,IS 4246,ACTS_ON,related_is_text,related_is_text,IS 4246: 2002,,F034,bis_gazette_notification.csv,,318,1.00,
REL-NOTIFI-0000447,NOTIF-00793,,STANDARD,STD-00448,IS 14900,ACTS_ON,related_is_text,related_is_text,IS 14900: 2018,,F034,bis_gazette_notification.csv,,320,1.00,
REL-NOTIFI-0000448,NOTIF-00670,,STANDARD,STD-00982,IS 2347,ACTS_ON,related_is_text,related_is_text,IS 2347:2017,,F034,bis_gazette_notification.csv,,322,1.00,
REL-NOTIFI-0000449,NOTIF-00005,,STANDARD,STD-00514,IS 1554,ACTS_ON,related_is_text,related_is_text,IS 1554,,F034,bis_gazette_notification.csv,,324,1.00,
REL-NOTIFI-0000450,NOTIF-00799,,STANDARD,STD-00514,IS 1554,ACTS_ON,related_is_text,related_is_text,IS 1554,,F034,bis_gazette_notification.csv,,325,1.00,
REL-NOTIFI-0000451,NOTIF-00622,,STANDARD,STD-01481,IS 7098,ACTS_ON,related_is_text,related_is_text,IS 7098,,F034,bis_gazette_notification.csv,,326,1.00,
REL-NOTIFI-0000452,NOTIF-00621,,STANDARD,STD-01481,IS 7098,ACTS_ON,related_is_text,related_is_text,IS 7098,,F034,bis_gazette_notification.csv,,327,1.00,
REL-NOTIFI-0000453,NOTIF-00620,,STANDARD,STD-01481,IS 7098,ACTS_ON,related_is_text,related_is_text,IS 7098,,F034,bis_gazette_notification.csv,,328,1.00,
REL-NOTIFI-0000454,NOTIF-00528,,STANDARD,STD-00362,IS 14255,ACTS_ON,related_is_text,related_is_text,IS 14255 : 1995,,F034,bis_gazette_notification.csv,,329,1.00,
REL-NOTIFI-0000455,NOTIF-00491,,STANDARD,STD-01738,IS 9968,ACTS_ON,related_is_text,related_is_text,IS 9968,,F034,bis_gazette_notification.csv,,330,1.00,
