group_id,file_a,file_b,duplicate_type,similarity_score,common_rows,unique_rows_a,unique_rows_b,common_IS_numbers,unique_IS_numbers_a,unique_IS_numbers_b,common_columns,unique_columns_a,unique_columns_b,conflicts,decision,decision_reason,recommended_canonical_file,records_to_merge,records_to_archive,requires_review,detection_level,record_key_column,common_records_by_key,unique_records_a_by_key,unique_records_b_by_key,record_key_jaccard,entity_identity_verdict,entity_discriminator_columns,homonym_columns_do_not_union,attribute_sets_comparable,row_metric_reliability,schema_verdict,identical_bytes,identical_row_multiset,version_direction_evidence,pair_id
DG-0087,BIS_Products_Details.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0106,0,40,45,40,0,4,1,10,22,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.91 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0303, 1 shared of 11/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,85,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0087
DG-0088,BIS_Products_Details.xlsx,BIS_Standards_Scheme_Mapping.xlsx,COMPLEMENTARY,0.0106,0,40,36,25,15,10,1,10,22,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.50 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0303, 1 shared of 11/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,76,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0088
DG-0089,BIS_Products_Details.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0125,0,40,22,40,0,4,1,10,17,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.91 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0357, 1 shared of 11/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,85,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0089
DG-0090,BIS_Products_Full_Information.xlsx,BIS_Products_Full_Information_v2.xlsx,VERSION_NEWER,0.9381,38,2,2,51,0,0,11,0,0,3,VERSION_NEWER,"Identical record set (40 keys on `product_name`, none unique to either side) with 3 differing cells whose direction is settled by content: REPAIR: A carries a raw-scrape artefact in 1 conflicting cells that B has replaced with a clean value. Later revision = BIS_Products_Full_Information_v2.xlsx. No record is lost by treating BIS_Products_Full_Information.xlsx as superseded, but its differing cells are preserved in CONFLICTS.csv.",BIS_Products_Full_Information_v2.xlsx,0,0,NO,L4,product_name,40,0,0,1.0,KEY_LINKED,,,YES,RELIABLE,SCHEMA_IDENTICAL,NO,NO,REPAIR: A carries a raw-scrape artefact in 1 conflicting cells that B has replaced with a clean value,DC-0090
DG-0091,BIS_Products_Full_Information.xlsx,BIS_QCO-schema_2.xlsx,COMPLEMENTARY,0.0109,0,40,40,27,24,13,1,10,21,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.42 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0312, 1 shared of 11/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0091
DG-0092,BIS_Products_Full_Information.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0,0,0,0,27,24,13,0,11,11,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.42 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0092
DG-0093,BIS_Products_Full_Information.xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,23,28,13,0,11,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.36 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,75,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0093
DG-0094,BIS_Products_Full_Information.xlsx,BIS_Scheme_IV_FMCS.xlsx,COMPLEMENTARY,0.0152,0,40,40,27,24,13,1,10,12,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.42 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0435, 1 shared of 11/13 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0094
DG-0095,BIS_Products_Full_Information.xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.0,0,0,0,28,23,17,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.41 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0095
DG-0096,BIS_Products_Full_Information.xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.0,0,0,0,28,23,17,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.41 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0096
DG-0097,BIS_Products_Full_Information.xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.0,0,0,0,28,23,17,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.41 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0097
DG-0098,BIS_Products_Full_Information.xlsx,BIS_Standards_Intelligence_Master.xlsx,COMPLEMENTARY,0.0106,0,40,45,27,24,17,1,10,22,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.40 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0303, 1 shared of 11/23 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,85,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0098
DG-0099,BIS_Products_Full_Information.xlsx,BIS_Testing_Parameters_Master.xlsx,COMPLEMENTARY,0.0125,0,40,22,27,24,17,1,10,17,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.40 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0357, 1 shared of 11/18 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,85,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0099
DG-0100,BIS_Products_Full_Information_v2.xlsx,BIS_QCO-schema_2.xlsx,COMPLEMENTARY,0.0109,0,40,40,27,24,13,1,10,21,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.42 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0312, 1 shared of 11/22 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0100
DG-0101,BIS_Products_Full_Information_v2.xlsx,BIS_QCO_Master_Scheme_1.xlsx,COMPLEMENTARY,0.0,0,0,0,27,24,13,0,11,11,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.42 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/11 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0101
DG-0102,BIS_Products_Full_Information_v2.xlsx,BIS_QCO_Summary.xlsx,COMPLEMENTARY,0.0,0,0,0,23,28,13,0,11,7,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.36 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/7 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,75,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0102
DG-0103,BIS_Products_Full_Information_v2.xlsx,BIS_Scheme_IV_FMCS.xlsx,COMPLEMENTARY,0.0152,0,40,40,27,24,13,1,10,12,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.42 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_WEAK_OVERLAP, column Jaccard 0.0435, 1 shared of 11/13 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_WEAK_OVERLAP,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0103
DG-0104,BIS_Products_Full_Information_v2.xlsx,BIS_Standards_Details_v2 (1).xlsx,COMPLEMENTARY,0.0,0,0,0,28,23,17,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.41 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0104
DG-0105,BIS_Products_Full_Information_v2.xlsx,BIS_Standards_Details_v2.xlsx,COMPLEMENTARY,0.0,0,0,0,28,23,17,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.41 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0105
DG-0106,BIS_Products_Full_Information_v2.xlsx,BIS_Standards_Details_v3.xlsx,COMPLEMENTARY,0.0,0,0,0,28,23,17,0,11,19,0,COMPLEMENTARY,"No shared value in any candidate key column (none qualified), yet entity overlap reaches 0.41 - the files describe overlapping entities under different identifier namespaces. Identity must be re-derived in Phase 3 from the entity columns before any merge; keying on the existing surrogate would duplicate every shared entity. The two files share their subjects but not their attributes (SCHEMA_DISJOINT, column Jaccard 0.0, 0 shared of 11/19 columns), so they describe different attributes of the same subjects. Union them side by side on the subject key; neither attribute set may be dropped.",MERGE_AFTER_REKEY,80,0,YES,L4,,-1,-1,-1,0.0,SAME_ENTITIES_DIFFERENT_KEY_NAMESPACE,,,NO,LOW_PROJECTION_WIDTH,SCHEMA_DISJOINT,NO,NO,NO_CONFLICTS_TO_JUDGE_DIRECTION_FROM,DC-0106
